สถานี,วันที่เต็ม,ปริมาณฝน,ความชื้นสัมพัทธ์,ความเร็วลม,ทิศทางลม,หมอก,อุณหภูมิ,PM10,PM2.5
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/12/2019,0,51,13,20,0,21.9,53,43
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/12/2019,0,52,17,60,0,22.9,61,30
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/12/2019,0,55,16,10,0,22.7,49,35
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/12/2019,0,60,13,10,0,23.3,43,30
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/12/2019,0,59,15,330,0,25.4,40,27
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/12/2019,0,61,20,70,0,28.4,30,23
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/12/2019,0,64,12,60,0,29.8,35,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/11/2019,0,61,15,120,0,29.3,34,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/11/2019,0,59,15,360,0,29.1,31,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/11/2019,0,60,17,80,0,29.6,30,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/11/2019,0,62,15,100,0,29.5,39,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/11/2019,0,55,13,20,0,28.1,42,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/11/2019,0,57,19,70,0,29.2,50,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/11/2019,0,54,14,110,0,28.1,44,31
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/11/2019,0,58,15,50,0,28.6,47,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/11/2019,0,61,14,50,0,28.2,41,29
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/11/2019,0,61,17,100,0,28.2,39,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/11/2019,0,61,25,100,0,28,36,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/11/2019,0,63,16,360,0,30.3,51,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/11/2019,0.1,69,10,240,0,29,58,32
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/11/2019,0,66,10,190,0,29.7,56,34
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/11/2019,0,66,14,80,0,28.4,46,36
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/11/2019,0,62,13,110,0,28.1,38,33
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/11/2019,0,73,14,20,0,29,34,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/11/2019,0,72,18,10,0,28.5,52,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/11/2019,0,57,16,320,0,28.4,70,34
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/11/2019,0,56,15,30,0,27.5,79,47
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/11/2019,0,61,19,30,0,27.3,58,46
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/11/2019,0,63,14,120,0,27.7,57,40
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/11/2019,0,65,17,90,0,28.5,60,41
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/11/2019,0,68,12,90,0,29.8,64,41
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/11/2019,0,65,12,130,0,29.4,58,41
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/11/2019,0,70,18,90,0,28.3,62,37
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/11/2019,0,82,16,320,0,27.5,44,42
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/11/2019,10.8,81,28,100,0,29,36,29
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/11/2019,0,85,11,350,0,26.2,27,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/11/2019,0.1,76,21,20,0,25.7,23,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,31/10/2019,0.1,57,16,40,0,27.6,41,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/10/2019,0,66,19,20,0,29.8,34,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/10/2019,0.2,75,16,80,0,30.2,32,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/10/2019,12.2,71,41,100,0,31,28,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/10/2019,0,71,17,170,0,31,30,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/10/2019,0,73,12,90,0,31.2,40,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/10/2019,10.2,76,34,70,0,31.7,36,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/10/2019,0,69,12,120,0,31.9,31,23
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/10/2019,0,72,12,220,0,31.5,37,23
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/10/2019,0,73,12,210,0,31,70,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/10/2019,0,66,12,50,0,30.5,34,46
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/10/2019,0,69,10,20,0,29.7,36,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/10/2019,0,68,16,90,0,30.3,32,23
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/10/2019,0,67,15,70,0,30,31,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/10/2019,0,72,18,80,0,29.8,28,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/10/2019,0,74,17,20,0,29.4,26,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/10/2019,2.2,76,12,100,0,28.2,27,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/10/2019,30.2,80,18,360,0,30.1,22,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/10/2019,0.1,76,14,170,0,30.5,29,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/10/2019,0.1,74,22,300,0,29.4,39,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/10/2019,0.1,72,14,230,0,29.7,36,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/10/2019,0,79,14,250,0,29.9,47,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/10/2019,0.1,80,25,70,0,29.5,30,31
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/10/2019,0,80,25,60,0,28.8,22,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/10/2019,1.6,84,17,260,0,28.7,25,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/10/2019,15,84,20,150,0,28.6,30,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/10/2019,3,89,19,190,0,28.6,36,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/10/2019,37.6,82,27,100,0,29.5,38,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/10/2019,6,81,15,120,0,29.7,30,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/10/2019,0.1,79,17,280,0,30,29,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/10/2019,57.2,80,45,30,0,30.5,35,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/09/2019,13.8,73,22,30,0,31,82,35
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/09/2019,0,63,12,340,0,30.8,61,64
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/09/2019,0,68,14,20,0,30,57,43
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/09/2019,0.1,74,15,250,0,30.5,40,36
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/09/2019,0,69,14,350,0,30.2,49,28
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/09/2019,0,71,10,80,0,29.7,53,31
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/09/2019,0,79,14,50,0,29.1,36,37
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/09/2019,1.6,95,16,140,0,26.8,16,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/09/2019,22.6,89,17,30,0,27,23,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/09/2019,4.2,96,24,90,0,27.7,15,23
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/09/2019,16.6,87,11,30,0,29.2,23,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/09/2019,3.8,89,14,350,0,28.3,21,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/09/2019,24.6,83,28,120,0,29.7,22,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/09/2019,0.6,80,21,110,0,30.6,31,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/09/2019,0.1,83,16,190,0,28.9,24,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/09/2019,30,80,17,80,0,29.7,19,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/09/2019,4.6,81,16,10,0,29,19,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/09/2019,0.6,65,19,210,0,30.1,14,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/9/2019,0,70,22,280,0,29.2,21,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/9/2019,1.2,74,24,310,0,30,25,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/9/2019,6.2,76,26,240,0,30.2,21,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/9/2019,0,73,18,260,0,30.1,21,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/9/2019,0,73,25,260,0,29.7,19,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/9/2019,0.1,71,19,260,0,29.4,25,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/9/2019,11.2,78,25,230,0,29.3,27,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/9/2019,1,80,30,280,0,29.9,17,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/9/2019,0.1,83,15,230,0,27.9,22,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/9/2019,0.6,84,19,270,0,27.8,18,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/9/2019,6.1,73,24,270,0,28.8,21,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/9/2019,7.4,85,24,280,0,29,11,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,31/08/2019,6.6,80,22,260,0,28.6,12,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/08/2019,1.4,81,18,230,0,27.6,16,8
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/08/2019,0.1,72,18,310,0,29.3,16,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/08/2019,0.8,67,18,180,0,29.9,16,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/08/2019,0.1,73,21,260,0,28.8,15,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/08/2019,13.8,83,20,280,0,28.7,11,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/08/2019,11.4,76,24,210,0,30,13,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/08/2019,3.6,75,26,270,0,30.1,16,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/08/2019,0.1,80,16,240,0,29.4,18,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/08/2019,6.4,79,31,230,0,29.4,16,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/08/2019,5.8,78,29,240,0,30.1,15,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/08/2019,2.2,80,25,260,0,30.1,20,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/08/2019,4.6,73,16,320,0,30.5,22,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/08/2019,0,70,23,240,0,30.4,15,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/08/2019,0,76,18,210,0,30.2,14,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/08/2019,12.6,71,25,260,0,31.3,26,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/08/2019,0,68,20,250,0,31.4,24,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/08/2019,0,75,17,280,0,30,25,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/08/2019,3.8,73,20,220,0,29.7,17,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/8/2019,0,77,18,200,0,30.2,13,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/8/2019,0.1,76,21,190,0,30.3,12,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/8/2019,1.6,75,24,260,0,30.3,13,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/8/2019,3,80,20,260,0,29.4,18,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/8/2019,1.2,78,24,260,0,28.7,16,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/8/2019,2.6,77,22,270,0,28.9,18,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/8/2019,5.6,81,17,280,0,28.7,15,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/8/2019,6,82,18,200,0,28.5,13,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/8/2019,4,76,13,240,0,28.3,12,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/8/2019,0.6,65,30,270,0,29.9,17,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/8/2019,0.8,65,30,270,0,29.3,19,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/8/2019,0.2,68,25,240,0,28.8,20,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,31/07/2019,0.4,64,36,220,0,30.7,21,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/07/2019,0,60,23,290,0,30.7,19,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/07/2019,0.1,61,31,260,0,31.3,15,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/07/2019,0,65,16,300,0,31.8,24,7
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/07/2019,0,62,18,290,0,30,23,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/07/2019,0.1,75,16,290,0,29.7,31,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/07/2019,0.1,74,31,230,0,30.2,23,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/07/2019,0.1,73,22,280,0,30.2,31,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/07/2019,21.8,72,39,220,0,31.9,23,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/07/2019,0,67,16,230,0,30.9,15,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/07/2019,0.2,72,26,220,0,31,12,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/07/2019,2,82,19,210,0,29.5,23,7
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/07/2019,8.2,70,21,190,0,31.4,20,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/07/2019,0,68,16,230,0,30.7,19,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/07/2019,0,67,17,250,0,30.9,18,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/07/2019,0,67,19,270,0,30.8,19,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/07/2019,0.1,69,28,240,0,30.9,19,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/07/2019,0,61,28,280,0,30.6,22,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/07/2019,0,69,20,290,0,30.8,29,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/7/2019,12.4,65,20,180,0,31.8,29,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/7/2019,0,66,17,290,0,30.6,30,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/7/2019,0,73,19,250,0,30.1,33,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/7/2019,8.8,71,25,250,0,30.4,30,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/7/2019,0,69,21,260,0,31.1,27,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/7/2019,0.1,72,16,270,0,29.4,29,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/7/2019,6.2,83,30,270,0,28.5,38,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/7/2019,26.4,94,36,250,0,26.8,26,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/7/2019,0.1,85,23,240,0,28.5,24,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/7/2019,7.2,91,11,20,0,26.8,23,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/7/2019,6.2,72,27,310,0,31,37,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/7/2019,0.2,73,26,240,0,29.3,30,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/06/2019,2.6,83,25,210,0,28.9,18,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/06/2019,0.4,73,9,200,0,29.1,18,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/06/2019,4.2,78,27,260,0,28.7,29,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/06/2019,3,73,32,230,0,29.3,23,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/06/2019,0.1,76,25,230,0,30.1,19,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/06/2019,0,83,28,220,0,30.2,23,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/06/2019,12,82,17,320,0,30.3,24,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/06/2019,11,79,29,140,0,33.9,29,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/06/2019,0,64,17,290,0,32.5,34,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/06/2019,0,66,16,260,0,31.8,30,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/06/2019,0,71,16,290,0,30.4,29,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/06/2019,0,73,16,220,0,30.8,16,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/06/2019,0,77,17,210,0,29.8,15,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/06/2019,7.2,87,17,210,0,29,19,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/06/2019,10.4,86,34,230,0,30.2,29,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/06/2019,31,75,28,270,0,31.6,27,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/06/2019,0,76,12,240,0,30.9,21,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/06/2019,23.4,74,22,270,0,30.6,27,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/6/2019,0,80,18,210,0,30.3,23,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/6/2019,12.8,86,26,290,0,28.8,21,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/6/2019,1,76,20,210,0,30,21,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/6/2019,22.6,84,29,280,0,30.2,18,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/6/2019,7,78,16,160,0,30.3,26,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/6/2019,5.5,85,22,220,0,30.5,32,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/6/2019,0.4,82,27,360,0,30.5,27,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/6/2019,19.2,82,24,90,0,31.8,22,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/6/2019,0.1,70,29,250,0,32.2,22,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/6/2019,0,72,17,80,0,31.3,21,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/6/2019,0,75,24,280,0,30.3,21,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/6/2019,64.8,68,17,170,0,31.7,18,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,31/05/2019,0,77,15,210,0,30.1,20,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/05/2019,1.6,88,22,170,0,28.3,16,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/05/2019,5.6,79,18,180,0,30.1,11,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/05/2019,12,76,26,190,0,30.1,18,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/05/2019,5.6,70,21,260,0,31.5,16,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/05/2019,0.1,68,35,210,0,31.7,22,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/05/2019,0.1,69,26,210,0,31.5,30,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/05/2019,11.4,74,27,290,0,30.6,30,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/05/2019,0.6,83,27,270,0,29.5,32,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/05/2019,10,74,30,320,0,30.5,23,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/05/2019,5.2,72,31,140,0,32.4,30,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/05/2019,0.1,66,18,180,0,33.3,34,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/05/2019,0,61,19,200,0,33.6,40,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/05/2019,0,62,17,280,0,32.2,45,23
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/05/2019,0,64,18,270,0,31.5,42,27
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/05/2019,0,73,16,240,0,17,44,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/05/2019,3,72,16,280,0,30.6,53,28
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/05/2019,0.6,82,22,240,0,28.9,36,30
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/05/2019,0.4,80,16,250,0,28.2,30,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/5/2019,1.8,72,26,120,0,31.6,45,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/5/2019,0,69,15,220,0,29.4,47,28
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/5/2019,28.4,60,43,190,0,33,52,27
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/5/2019,0,61,18,270,0,32.6,60,28
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/5/2019,0,61,20,240,0,33,56,32
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/5/2019,0,62,20,220,0,32.9,55,30
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/5/2019,0,61,13,200,0,33.2,39,29
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/5/2019,0,66,16,210,0,31,20,23
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/5/2019,33.2,65,12,180,0,33.8,17,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/5/2019,0.1,63,18,190,0,34.4,19,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/5/2019,0,59,17,270,0,33.7,17,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/5/2019,0,61,18,270,0,33.1,16,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/04/2019,0.1,66,17,190,0,33,14,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/04/2019,0,69,18,190,0,32.5,19,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/04/2019,0,65,9,200,0,32.7,17,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/04/2019,0.1,71,23,360,0,30.9,35,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/04/2019,6.8,71,30,250,0,32.8,40,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/04/2019,65,70,59,230,0,34,28,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/04/2019,0,64,15,190,0,33.7,26,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/04/2019,0,72,14,350,0,31.1,25,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/04/2019,16.4,67,27,60,0,34,30,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/04/2019,0,64,16,200,0,34.2,43,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/04/2019,0,59,10,140,0,34.8,43,28
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/04/2019,0,67,17,190,0,33.8,26,29
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/04/2019,0,71,22,190,0,34.1,25,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/04/2019,0,66,17,180,0,33.4,15,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/04/2019,0,69,17,180,0,33,15,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/04/2019,0,69,18,170,0,33.6,13,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/04/2019,0,67,17,180,0,33,16,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/04/2019,0,69,16,200,0,32.7,22,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/4/2019,0,66,23,180,0,32.9,26,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/4/2019,0,69,20,200,0,32.8,25,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/4/2019,0,68,17,200,0,33,24,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/4/2019,0,69,15,210,0,31.4,25,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/4/2019,0,75,15,200,0,30.9,36,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/4/2019,7.6,74,20,330,0,31.4,23,15
